bedrooms_ratio,MedHouseVal
0.17082616179001722,1.76
0.22046746683512317,1.458
0.21215880893300246,1.419
0.21988448844884487,0.907
0.23023839397741527,0.906
0.19499527856468366,1.079
0.22730158730158728,1.07
0.22505668934240364,0.982
0.2198820556023589,0.895
0.23209549071618038,0.938
0.19584055459272098,0.967
0.25962596259625964,0.975
0.21779661016949153,0.973
0.20218037661050545,0.912
0.20614035087719298,0.914
0.19934402332361517,0.962
0.22354057902230662,1.201
0.20709382151029745,1.0
0.1931818181818182,0.947
0.23207885304659498,0.857
0.25049115913555997,0.893
0.21220302375809935,1.014
0.2247557003257329,0.725
0.2391959798994975,0.741
0.2178217821782178,0.7
0.2746268656716418,0.846
0.24782317481580715,0.818
0.2560036248300861,0.814
0.2207943925233645,0.818
0.22969837587006958,0.858
0.25029515938606844,0.871
0.2846580406654344,0.835
0.2373358348968105,0.797
0.2079207920792079,0.834
0.1904450261780105,0.847
0.23652365236523654,0.8
0.2106398274622574,0.764
0.21715328467153286,0.797
0.21453117329405988,0.824
0.27588344699318046,0.977
0.2894168466522678,0.972
0.23594132029339857,1.016
0.25186693822131706,0.865
0.25,0.905
0.22027290448343081,1.076
0.23797139141742524,0.842
0.18592486923442703,0.889
0.2303030303030303,0.807
0.23166843783209354,0.871
0.28125,0.851
0.26363636363636367,0.82
0.23357015985790408,0.828
0.2249034749034749,0.846
0.2043935052531041,0.821
0.23984374999999997,0.893
0.20163831127914303,0.983
0.21559268098647574,0.923
0.20361247947454844,0.888
0.2227298686464877,0.9
0.22357546759460634,0.955
0.253968253968254,0.917
0.21142284569138275,1.004
0.20356083086053414,0.948
0.16803503010399562,1.643
0.2064005753326142,1.555
0.15688425671969283,1.969
0.16375056078959174,2.791
0.15267680105750164,2.528
0.15033680342927128,2.754
0.14427860696517414,2.5
0.1397984886649874,3.298
0.15217391304347827,1.955
0.14992503748125938,2.559
0.13043478260869568,3.111
0.12109375,3.3
0.15136363636363634,2.489
0.16876310272536688,1.429
0.17716262975778546,1.263
0.20588235294117646,1.358
0.20794392523364486,1.306
0.2536312849162011,1.079
0.21231766612641814,1.111
0.19884309472161965,1.22
0.20905660377358493,1.18
0.2396088019559902,0.952
0.2098950524737631,0.943
0.22976287816843827,0.925
0.2081218274111675,0.918
0.19556714471968709,1.094
0.17589893100097181,1.295
0.19066147859922178,1.434
0.27063106796116504,0.982
0.2178669097538742,1.031
0.18550272798129383,2.768
0.1639650872817955,2.709
0.18772241992882563,2.462
0.23066725585505962,2.242
0.22215149586250796,2.291
0.2644736842105263,2.116
0.2384418650403305,2.561
0.2720519962859796,2.063
0.2267628205128205,2.213
0.21684053651266766,2.074
0.3038222803005554,3.5
0.22011983601387572,2.182
0.21552436003303058,2.167
0.1787538304392237,2.706
0.16747465843984136,2.614
0.18004338394793926,2.613
0.19329660238751148,2.322
0.16606060606060605,3.754
0.14478463933575506,3.573
0.13131313131313133,3.744
0.13311148086522462,3.588
0.13228809407153358,4.175
0.12245567957977674,4.305
0.14150129421915444,3.629
0.12481278082875687,3.97
0.1450685537372844,3.468
0.13795918367346938,3.271
0.17624190064794817,2.901
0.15893719806763285,2.92
0.18081039755351683,2.709
0.13863636363636364,3.711
0.14812942366026288,3.356
0.15090090090090091,3.713
0.17333333333333334,3.44
0.16049382716049385,3.422
0.1432811656772801,3.709
0.15233333333333332,3.5
0.16067062521830247,3.686
0.1634653077224618,3.918
0.1818181818181818,4.153
0.19285714285714284,2.849
0.23095097460129949,2.875
0.26287744227353466,2.729
0.1967935871743487,2.596
0.16764459346186086,2.545
0.1834470989761092,2.356
0.19638721630384437,2.184
0.20718816067653278,2.292
0.23324538258575198,1.921
0.2393939393939394,1.793
0.3222958057395144,1.875
0.2371638141809291,1.388
0.23459244532803178,1.5
0.2545090180360721,1.406
0.24947589098532497,1.2
0.22829386763812995,1.448
0.2398334934357989,1.448
0.19644723092998956,2.455
0.22410865874363325,2.0
0.2704837117472853,1.737
0.29305631492618917,1.856
0.2212290502793296,1.826
0.2179151388161341,2.279
0.23031105228325613,2.207
0.2509848058525605,2.12
0.33178737067427755,2.714
0.29965870307167236,2.688
0.2604047346315388,2.778
0.22193211488250655,3.325
0.2556072788827761,3.389
0.3214285714285714,2.875
0.20583941605839415,3.846
0.2648063781321185,3.714
0.38205980066445183,3.5
0.3875205254515599,5.00001
0.34130634774609014,1.75
0.3598990263252795,2.417
0.34431323803604724,2.167
0.27259259259259255,2.113
0.22632944228274968,2.102
0.20788912579957358,1.964
0.19470490899062326,1.917
0.24330900243309006,1.823
0.29736116581331234,1.75
0.25572217837411204,1.659
0.24264264264264263,1.569
0.2212176009644364,1.643
0.20674157303370783,1.5
0.2442655935613682,1.505
0.22156573116691286,1.699
0.2278308321964529,1.474
0.21015138023152272,1.527
0.21198830409356725,1.827
0.20860430215107553,1.793
0.22979714000665116,1.577
0.24841915085817526,1.531
0.2803308823529411,2.5
0.22302158273381295,2.063
0.21028829847371397,2.188
0.25270914607715644,1.982
0.33791900794419694,2.536
0.2379182156133829,2.574
0.19713831478537364,2.895
0.20914127423822715,2.417
0.24013005109150024,4.896
0.13750899928005758,4.462
0.1860737273259216,4.563
0.27977315689981097,3.368
0.13489208633093525,5.00001
0.12721417069243157,5.00001
0.16378458498023715,3.769
0.2122719734660033,3.096
0.225711481844946,1.823
0.19258545979778527,1.727
0.23455824863174357,1.508
0.21580547112462006,1.536
0.24776119402985078,1.063
0.22327272727272726,1.423
0.23770491803278687,1.194
0.19317073170731708,1.479
0.23460979156568101,1.329
0.22382478632478636,1.325
0.2615830115830116,1.269
0.3273963290278722,1.438
0.12675585284280938,5.00001
0.12439807383627607,5.00001
0.11200267469073888,5.00001
0.11289327575570635,5.00001
0.1248770894788594,4.661
0.11333714939896967,5.00001
0.14001138303927146,4.578
0.1273989383421805,4.716
0.12600869025450032,5.00001
0.14106412005457025,3.986
0.16289409862570736,3.407
0.16990451103062235,2.899
0.14235345967386515,3.353
0.13449848024316108,3.33
0.20381613183000866,2.41
0.23186528497409323,1.896
0.22559906487434248,2.063
0.21358490566037736,2.157
0.2119460500963391,2.102
0.20956123117223313,2.088
0.18277066356228172,1.979
0.22371134020618558,2.013
0.22870813397129186,1.908
0.19886363636363638,2.079
0.2160392798690671,2.153
0.2249786142001711,2.129
0.2648514851485148,2.927
0.20965018094089263,2.75
0.1805691854759568,2.0
0.2704695382227396,1.734
0.24899274778404512,1.022
0.24727520435967304,2.208
0.2684513385038779,2.428
0.26557605290636965,2.654
0.20578345662407532,2.19
0.2095808383233533,2.821
0.17229129662522202,3.72
0.21779318313113807,2.258
0.28128654970760236,2.208
0.23408710217755443,2.345
0.21243042671614099,2.542
0.2012779552715655,3.518
0.21772300469483566,2.75
0.13884297520661157,4.054
0.21173104434907009,2.281
0.2591991341991342,2.34
0.2973821989528796,1.625
0.25641025641025644,2.434
0.18000664231152438,2.738
0.1763584366062917,2.485
0.2060702875399361,2.44
0.2551462621885157,2.409
0.14428152492668622,3.063
0.1874189364461738,2.4
0.1739618406285073,2.471
0.18588002962231548,2.866
0.2195767195767196,2.667
0.21622734761120266,2.298
0.16984807167900273,2.293
0.17764187171099416,2.284
0.19070010449320793,2.062
0.15482451432864655,3.507
0.2383751080380294,2.31
0.2253129346314325,2.529
0.22492401215805474,3.539
0.22363092093678466,2.917
0.3157439446366782,1.0
0.14284716401229394,3.416
0.12986651835372637,4.125
0.16097147698390285,2.486
0.16703539823008848,2.549
0.1667245571378951,2.415
0.14887640449438203,2.952
0.1373512674599069,3.404
0.14862681744749595,2.747
0.1582994120307553,2.386
0.1453248216297409,2.664
0.14082339361292806,3.302
0.18034580871087766,2.068
0.20921627985200136,2.092
0.20064205457463882,1.958
0.1530113944655453,2.535
0.1636629322942036,2.418
0.15919881305637984,2.525
0.15362649914334664,2.639
0.1773902585688515,2.27
0.17680301399354145,2.209
0.16445916114790288,2.593
0.19154929577464788,2.325
0.16376122556788167,2.316
0.20225294418842807,2.094
0.2164705882352941,2.232
0.22281011169900056,2.099
0.2508497620666213,2.082
0.2682291666666667,2.038
0.21234042553191493,1.957
0.2213391951301995,1.905
0.2057142857142857,1.81
0.19377652050919378,1.849
0.23820754716981132,1.908
0.22451655195018025,2.422
0.19017690875232773,1.883
0.1922015182884748,1.835
0.1876750700280112,2.042
0.15387552500954563,2.519
0.21151271753681394,1.875
0.184070796460177,1.982
0.1599713055954089,2.19
0.1254863813229572,2.75
0.21793507184672697,2.454
0.21729079981507166,1.775
0.24014125956444968,1.716
0.18585209003215433,1.833
0.18491921005385997,1.75
0.20894526034712949,1.567
0.20247933884297517,1.575
0.22471910112359553,1.798
0.2019704433497537,2.055
0.21623731459797035,1.789
0.19113573407202217,2.625
0.21908244680851063,1.65
0.2074506939371804,1.597
0.23522458628841608,1.583
0.2432969215491559,1.448
0.21517314300819457,1.663
0.16058394160583941,1.91
0.19819819819819817,1.75
0.2696276357110812,1.375
0.2650112866817156,1.417
0.2301980198019802,2.109
0.21092436974789916,1.983
0.2511393619573039,1.574
0.15810276679841898,2.647
0.22867092280905393,2.184
0.1722614840989399,2.351
0.1342685370741483,3.418
0.1376659678546471,3.673
0.17544663307375172,2.435
0.19961427193828352,1.679
0.1349206349206349,3.712
0.16793893129770993,2.189
0.18110236220472442,2.027
0.19481641468682503,1.862
0.2101673899566026,1.889
0.20971147079521463,1.8
0.2641052267220491,2.027
0.279896574014221,1.817
0.25787451984635085,1.668
0.18286277084701247,1.837
0.20193401592719,2.18
0.1783567134268537,1.915
0.16666666666666666,1.947
0.19958988380041012,1.872
0.2555771096023278,2.231
0.323109243697479,2.713
0.18009478672985782,1.941
0.17463153193389905,1.904
0.20178230426479948,1.891
0.17736757624398075,1.846
0.19120586275816123,1.973
0.17166212534059944,1.926
0.19588550983899822,1.922
0.18960802187784867,1.946
0.1762652705061082,1.935
0.207977207977208,2.026
0.20628334321280378,0.833
0.17285587975243147,2.126
0.19501677048394825,1.878
0.18783783783783783,2.057
0.1766990291262136,1.929
0.16983282674772038,2.052
0.19593100398053956,2.134
0.1844311377245509,1.836
0.24988323213451658,1.784
0.18369793227449807,2.192
0.22487437185929648,1.831
0.2135839384878257,1.571
0.22472848788638264,1.578
0.24580017683465963,1.617
0.2439862542955326,1.521
0.22517882689556507,1.449
0.2479903536977492,1.799
0.18948153674002238,1.791
0.2545090180360722,1.599
0.2729425695677916,1.614
0.2357473035439137,1.704
0.2929818046787969,1.375
0.19436997319034854,1.784
0.266366612111293,1.552
0.2105978260869565,1.609
0.25145936237090255,1.673
0.125,3.4
0.15120810600155885,4.31
0.2413087934560327,3.011
0.18056618209640396,2.419
0.24729194187582565,1.625
0.1757754800590842,2.992
0.15977828654054704,3.155
0.17012503325352488,2.168
0.23471074380165288,2.181
0.22489286379727969,1.703
0.3170522707797772,2.75
0.2616033755274262,1.841
0.34077079107505076,1.6
0.24361022364217255,1.75
0.2554269175108539,1.975
0.21999999999999997,1.5
0.23060437205315046,2.056
0.252453653217012,1.703
0.24593639575971732,1.909
0.2529585798816568,1.969
0.23771266540642724,1.74
0.24342105263157898,1.702
0.23215289488476673,1.809
0.24514894779994534,1.505
0.226215644820296,1.671
0.24719101123595502,1.489
0.16291049581455247,1.964
0.16334991708126034,1.911
0.1843601895734597,1.875
0.18402937127122534,1.806
0.18111518111518113,1.828
0.18584070796460178,1.793
0.2028639618138425,1.794
0.17405913978494622,2.103
0.17555994729907773,1.923
0.1610032362459547,1.981
0.16745124411566914,1.962
0.1724652087475149,1.816
0.17025733093955717,1.869
0.16920152091254753,1.883
0.18192219679633867,1.84
0.1986001749781277,1.847
0.1957126948775056,1.799
0.23864734299516907,1.672
0.2678335535006605,1.654
0.26943644590703414,1.54
0.2416626389560174,1.535
0.2335820895522388,1.354
0.22327586206896555,1.583
0.15781637717121588,2.407
0.21020092735703244,1.807
0.20716270453843777,2.306
0.2520463847203274,2.108
0.19439163498098863,1.653
0.14817001180637543,2.542
0.13966666666666666,3.326
0.14386109962794544,3.5
0.2675438596491228,1.612
0.23216060425362753,1.793
0.2404654169360052,1.543
0.23939393939393938,1.618
0.2867676365085691,1.619
0.2167677881963596,1.654
0.21832749123685527,1.666
0.21198668146503888,1.497
0.20699708454810495,1.621
0.2374616171954964,1.526
0.27452471482889734,1.952
0.16991150442477876,1.906
0.16891891891891891,1.938
0.17530487804878048,2.006
0.252751572327044,1.5
0.1724137931034483,1.853
0.18005698005698004,1.727
0.2293352092859655,1.741
0.19464144996059887,1.944
0.17432735426008966,2.067
0.1819699499165275,2.045
0.18536585365853658,1.75
0.16666666666666666,1.375
0.20385426076482985,1.872
0.19398559932232104,1.736
0.19373549883990718,1.63
0.18638985005767014,3.316
0.18829858776059177,1.976
0.236358574610245,1.979
0.2361111111111111,2.281
0.16609471516815374,1.895
0.17997465145754118,1.842
0.20027624309392267,1.809
0.1828358208955224,1.72
0.17831541218637992,1.779
0.16286472148541115,1.731
0.17966101694915254,1.726
0.23789633567495727,1.821
0.23194517659462308,1.795
0.2229465449804433,1.76
0.1837916063675832,1.926
0.1692111959287532,1.827
0.25865893192288003,1.349
0.259698275862069,1.576
0.1900972590627763,1.909
0.20708446866485014,1.582
0.2719033232628399,3.5
0.2330888345558272,1.582
0.21724137931034485,1.461
0.18067226890756302,2.267
0.1698841698841699,1.987
0.18454790823211875,2.212
0.16763565891472867,2.085
0.1796042617960426,2.042
0.21038961038961038,1.932
0.18181818181818185,2.095
0.19233498935415186,1.649
0.18727404193781633,1.614
0.18766290182450043,1.87
0.19911012235817577,1.904
0.2030117122141662,1.566
0.20845070422535208,1.573
0.1947177628171932,1.681
0.1996565049377415,1.776
0.20473848904783193,2.089
0.18359979370809695,1.692
0.21071863580998784,1.639
0.18097591105620753,1.647
0.20889748549323017,1.569
0.17452229299363056,1.688
0.18219291014014838,1.741
0.16922234392113908,2.065
0.19593100398053956,2.039
0.1939443535188216,2.17
0.2112676056338028,1.596
0.2422273781902552,1.598
0.21621621621621623,1.543
0.2277992277992278,1.496
0.19894598155467721,1.886
0.19251659625829812,2.385
0.16517115320704553,2.353
0.18195777351247602,2.614
0.16127156425663888,2.344
0.15990730011587487,2.317
0.20099118942731276,1.563
0.2137315748642358,2.22
0.1622670807453416,2.544
0.152676399026764,2.443
0.14943960149439603,2.47
0.16243654822335024,2.365
0.19741007194244603,1.514
0.1785525620707871,2.137
0.17486971627099018,2.436
0.2039083773826686,2.125
0.18440057775637939,2.147
0.28583690987124466,2.132
0.2033859528711965,2.56
0.3520286396181384,2.375
0.2490170380078637,1.781
0.16624159517737075,2.318
0.24415584415584418,1.479
0.2225869993434012,1.917
0.1803316444035007,2.476
0.166993006993007,2.835
0.24987881725642272,2.169
0.16608756080611536,2.825
0.16276958002270148,2.956
0.18476449163528616,2.818
0.18153784272977141,2.698
0.18604651162790697,2.312
0.16271539262171852,3.183
0.16962524654832345,2.534
0.17073628850488354,2.782
0.27043478260869563,3.0
0.20415298986727556,2.735
0.19783010156971378,2.234
0.18181818181818185,2.145
0.19353543465167639,2.202
0.17669351018474658,2.403
0.25693527080581247,1.58
0.25725338491295935,2.242
0.20679245283018868,1.772
0.18923136948888022,2.161
0.18256130790190733,2.697
0.2002476013618075,2.312
0.2650827549386011,1.625
0.2044180309486432,2.54
0.17650076962544894,1.962
0.25324939073923636,1.894
0.26787453730761734,2.208
0.3156311117797503,2.138
0.13182939725061685,4.429
0.14410030878637595,3.334
0.14180206794682423,3.524
0.14158815612382236,3.053
0.1632458233890215,2.596
0.18339493886835373,2.489
0.15057154119038235,3.56
0.236388562475519,2.36
0.2144469525959368,2.188
0.1793828416412343,2.28
0.2745263157894737,2.359
0.21453287197231835,2.032
0.1844532279314888,1.97
0.15442936951316838,2.364
0.2000706963591375,2.232
0.22113872286882666,2.227
0.15909090909090912,2.25
0.19949776785714285,2.401
0.1664478003939593,2.279
0.17191383595691798,2.686
0.18001451729978224,2.751
0.1773557864564672,2.563
0.20465344912338193,3.324
0.1578538102643857,2.876
0.1942408376963351,2.989
0.16031746031746033,2.876
0.17372802960222017,2.222
0.16564743419303374,2.326
0.1533153315331533,2.583
0.19248730964467006,2.309
0.19128693039559339,1.969
0.19359834796076408,2.235
0.17596770363334124,2.239
0.1758857556037599,2.435
0.13674003821926534,4.511
0.1175392136891424,5.00001
0.2134121757828249,1.931
0.15669911914696336,2.644
0.1597222222222222,2.469
0.1383671192114562,3.373
0.14977637176829933,2.848
0.17233560090702948,2.173
0.16782334384858044,2.917
0.17202797202797204,2.238
0.17367545735329057,2.231
0.19660937132093242,2.113
0.20681920143562132,2.185
0.2383292383292383,1.563
0.16473854696899584,2.482
0.18371719335832887,1.86
0.2302947224126114,1.782
0.20639032815198616,1.904
0.21290322580645157,2.103
0.1920143562135487,2.08
0.2502863688430699,1.833
0.1557305336832896,2.457
0.1572429906542056,2.422
0.21882871536523932,1.817
0.21077972448843119,2.994
0.154376886589047,2.195
0.1526159469956591,2.318
0.1669287211740042,2.213
0.16357804704205275,2.138
0.17523849025300708,2.06
0.1586590452649467,2.711
0.13007928642220018,3.365
0.16328125,3.156
0.13392293114339862,5.00001
0.14831640833778728,2.854
0.1537109639042855,3.23
0.13474320241691842,2.919
0.23697068403908794,2.256
0.1413492427719137,2.596
0.1407982261640798,2.629
0.15064720462682457,2.573
0.14707927677329624,2.592
0.16114819759679572,3.397
0.12085944494180842,3.372
0.12592202318229717,3.341
0.1533169533169533,3.115
0.1341354723707665,2.969
0.15976933514246947,2.479
0.1415929203539823,3.004
0.12816901408450704,3.324
0.13563941299790358,3.898
0.25166543301258326,2.33
0.22222222222222224,2.385
0.1729032258064516,2.333
0.2964856230031949,2.313
0.14056531703590527,4.758
0.15093314006160538,3.932
0.18445930366612867,2.472
0.16225165562913907,2.294
0.15702479338842976,2.825
0.1654863078375826,3.006
0.18271876719867916,2.932
0.15423836838750798,2.785
0.15733576088605677,3.529
0.17543859649122806,4.0
0.18110236220472442,3.75
0.13969441845961958,3.137
0.24516967040103912,1.393
0.12913752913752913,3.275
0.1713325867861142,4.306
0.1831683168316832,1.25
0.21065230400957508,4.5
0.18705420827389443,2.002
0.18392709196354598,1.924
0.16396761133603238,4.188
0.17043195373215256,2.168
0.1615267947421638,2.155
0.18415529905561387,2.277
0.2071074861637052,1.844
0.22050978067575577,1.584
0.21119592875318066,1.746
0.20609884332281808,1.684
0.17185514612452352,1.884
0.1849246231155779,2.567
0.20249338874197204,1.838
0.17037037037037037,1.834
0.19152360515021458,1.775
0.19202226345083487,1.869
0.17161245946742656,2.389
0.28020565552699234,1.725
0.2262626262626263,1.792
0.19378766805748726,2.044
0.19920053297801465,2.094
0.1508428358948934,2.642
0.17135296063513067,3.5
0.15558570782451378,1.998
0.15672676837725383,2.11
0.15679639029892836,2.011
0.21468926553672318,1.93
0.15032990952996395,2.45
0.20674486803519065,1.176
0.22561863173216887,0.979
0.17832512315270935,1.406
0.19802538787023977,1.209
0.18953804347826086,1.19
0.17255717255717254,1.292
0.20816864295125168,0.991
0.2282608695652174,1.089
0.20236202589143765,1.117
0.2241835834068844,0.689
0.19480519480519481,0.964
0.18900729108244535,1.167
0.20315581854043394,1.238
0.21615720524017468,0.979
0.1768511861969806,1.298
0.17990495587236932,1.213
0.1875,1.072
0.1842105263157895,1.219
0.1913456728364182,1.134
0.188130221838087,0.991
0.17628090290218562,1.03
0.21545105566218808,1.142
0.19189954014856736,1.441
0.19331911869225302,1.286
0.19418019026301064,1.572
0.19589552238805968,1.185
0.19830949284785432,1.167
0.18426666666666666,1.348
0.1879400061218243,1.099
0.18377088305489264,1.443
0.19090231170768085,1.236
0.19540229885057472,1.126
0.18569051580698837,1.073
0.20619364954919642,1.178
0.22321259245211453,0.899
0.26371756699276905,1.023
0.24607113316790735,0.873
0.18119824646858254,1.426
0.22541179686966034,1.531
0.17340363210310486,1.266
0.18715929739551784,1.183
0.1669545192861255,1.47
0.22359154929577466,0.781
0.23266022827041266,0.858
0.23750430885901413,0.845
0.18018018018018017,1.375
0.24145985401459852,0.889
0.24127074985689753,1.202
0.24140302613480052,0.745
0.20127688172043012,0.851
0.185105730922464,1.303
0.14817718541748334,1.252
0.17755681818181818,1.114
0.1663685152057245,0.97
0.18788130892956187,1.226
0.20896309314586994,1.163
